id,date,hour,member_id,restaurant_id,total_order
1,2020-01-01,11:00:00,25,6,0
2,2020-01-01,11:08:00,122,4,0
3,2020-01-01,11:10:00,62,16,39
4,2020-01-01,11:13:00,171,9,0
5,2020-01-01,11:13:00,152,30,153
6,2020-01-01,11:13:00,166,25,120.33
7,2020-01-01,11:18:00,25,21,158.86
8,2020-01-01,11:19:00,95,1,95.96
9,2020-01-01,11:19:00,40,30,0
10,2020-01-01,11:20:00,149,19,248.11
11,2020-01-01,11:25:00,28,24,131.57
12,2020-01-01,11:29:00,121,16,0
13,2020-01-01,11:30:00,46,7,32.94
14,2020-01-01,11:30:00,200,17,131.63
15,2020-01-01,11:32:00,158,7,72.59
16,2020-01-01,11:33:00,39,16,194.17
17,2020-01-01,11:36:00,128,18,0
18,2020-01-01,11:37:00,131,18,71.16
19,2020-01-01,11:37:00,181,1,0
20,2020-01-01,11:38:00,127,18,97.5
21,2020-01-01,11:40:00,124,13,171.27
22,2020-01-01,11:48:00,77,8,100.08
23,2020-01-01,11:49:00,23,29,141.31
24,2020-01-01,11:51:00,137,15,0
25,2020-01-01,11:52:00,77,25,67.28
26,2020-01-01,11:52:00,159,18,121.24
27,2020-01-01,11:53:00,46,11,244.5
28,2020-01-01,11:56:00,49,28,33.92
29,2020-01-01,11:59:00,29,15,92.25
30,2020-01-01,11:59:00,169,29,0
31,2020-01-01,12:05:00,61,28,95.06
32,2020-01-01,12:05:00,166,16,0
33,2020-01-01,12:06:00,96,8,100.08
34,2020-01-01,12:06:00,44,4,39.06
35,2020-01-01,12:08:00,131,9,124.36
36,2020-01-01,12:09:00,103,19,69.41
37,2020-01-01,12:14:00,183,23,66.05
38,2020-01-01,12:17:00,167,5,40.59
39,2020-01-01,12:19:00,42,21,147.7
40,2020-01-01,12:20:00,69,12,121.7
41,2020-01-01,12:20:00,172,7,60.07
42,2020-01-01,12:20:00,152,23,65.23
43,2020-01-01,12:22:00,181,19,123.57
44,2020-01-01,12:23:00,135,28,0
45,2020-01-01,12:24:00,105,8,0
46,2020-01-01,12:27:00,167,20,96.84
47,2020-01-01,12:31:00,71,18,302.13
48,2020-01-01,12:36:00,195,13,39.91
49,2020-01-01,12:44:00,147,15,64.95
50,2020-01-01,12:44:00,193,26,59.26
51,2020-01-01,12:53:00,104,19,0
52,2020-01-01,12:55:00,34,18,134.05
53,2020-01-01,12:56:00,122,21,0
54,2020-01-01,12:57:00,133,29,135.87
55,2020-01-01,12:57:00,136,9,172.42
56,2020-01-01,12:58:00,109,6,111.82
57,2020-01-01,12:58:00,159,29,0
58,2020-01-01,12:59:00,164,8,89.43
59,2020-01-01,13:00:00,37,29,62.57
60,2020-01-01,13:03:00,31,1,188.99
61,2020-01-01,13:03:00,34,16,0
62,2020-01-01,13:09:00,59,26,173.13
63,2020-01-01,13:10:00,154,29,23.32
64,2020-01-01,13:13:00,11,11,0
65,2020-01-01,13:20:00,30,14,126.57
66,2020-01-01,13:22:00,120,19,167.09
67,2020-01-01,13:27:00,104,28,70.63
68,2020-01-01,13:30:00,135,29,127.9
69,2020-01-01,13:31:00,119,16,76.35
70,2020-01-01,13:35:00,194,26,48.23
71,2020-01-01,13:38:00,187,16,39.23
72,2020-01-01,13:38:00,34,13,140.73
73,2020-01-01,13:38:00,82,13,39.91
74,2020-01-01,13:40:00,159,21,64.13
75,2020-01-01,13:44:00,18,11,52.26
76,2020-01-01,13:49:00,97,3,118.25
77,2020-01-01,13:49:00,1,17,53.37
78,2020-01-01,13:50:00,150,15,61.05
79,2020-01-01,13:52:00,149,1,215.31
80,2020-01-01,13:55:00,99,18,131.88
81,2020-01-01,13:59:00,114,30,0
82,2020-01-01,14:13:00,13,25,167.91
83,2020-01-01,14:41:00,29,3,124.59
84,2020-01-01,15:34:00,62,7,76.32
85,2020-01-01,15:40:00,82,8,101.01
86,2020-01-01,16:08:00,47,21,0
87,2020-01-01,16:25:00,66,4,141.85
88,2020-01-01,16:57:00,181,2,156.76
89,2020-01-01,16:58:00,39,30,72.47
90,2020-01-01,17:14:00,53,15,74.06
91,2020-01-01,17:34:00,82,5,172.48
92,2020-01-01,17:43:00,46,3,134.34
93,2020-01-01,18:06:00,43,1,173.52
94,2020-01-01,18:14:00,120,4,117.02
95,2020-01-01,18:17:00,32,30,48.03
96,2020-01-01,18:24:00,45,3,21.26
97,2020-01-01,18:31:00,89,15,99.09
98,2020-01-01,18:37:00,74,25,110.76
99,2020-01-01,18:48:00,119,4,20.14
100,2020-01-01,18:50:00,57,26,0
101,2020-01-01,19:02:00,81,13,154.99
102,2020-01-01,19:03:00,128,10,164.66
103,2020-01-01,19:03:00,123,2,155.56
104,2020-01-01,19:06:00,146,12,0
105,2020-01-01,19:09:00,129,27,229.33
106,2020-01-01,19:10:00,137,5,160.58
107,2020-01-01,19:11:00,54,24,43.71
108,2020-01-01,19:12:00,151,24,43.71
109,2020-01-01,19:20:00,86,9,75.82
110,2020-01-01,19:22:00,105,16,126.03
111,2020-01-01,19:27:00,143,5,72.77
112,2020-01-01,19:28:00,163,5,0
113,2020-01-01,19:28:00,134,20,189.43
114,2020-01-01,19:30:00,96,9,54.81
115,2020-01-01,19:30:00,148,21,184.54
116,2020-01-01,19:32:00,10,7,39.08
117,2020-01-01,19:34:00,82,23,90.86
118,2020-01-01,19:35:00,152,3,46.03
119,2020-01-01,19:39:00,184,11,164.47
